FACTURA|FECHAFACTURA|TIPOPROVEEDOR|NUMEROPROVEEDOR|NOMBREPROVEEDOR|TIPOCOMPRA|NUMEROPARTE|DESCRIPCION|CANTIDAD|COSTOUNITARIO|COSTO
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |92470HC050          |JUNTA TORICA                  |-10|92.40|-924.00
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |92473N823A          |SEGURO COLECTOR               |-1|62.53|-62.53
38221470       |11/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |D2                            |963024JS0A          |ESPEJO PUERTA I               |-1|1108.59|-1108.59
38257132       |14/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |117203XN0C          |CORREA VENTILAD               |1|943.97|943.97
38257132       |14/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |119553XN0C          |TENSOR AUTOMATI               |1|2912.45|2912.45
38257132       |14/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3N3T76KH0A          |BARRA DEPT                    |1|8042.24|8042.24
38257132       |14/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3N3T76KH0A          |BARRA DEPT                    |1|8042.24|8042.24
38260982       |14/10/24|OTROS                         |6F        |NR FINANCE MEXICO SA DE CV    |6                             |NMXCNGEGR141        |GARANTIA EXTENDIDA            |1|2487.46|2487.46
38261361       |14/10/24|OTROS                         |6F        |NR FINANCE MEXICO SA DE CV    |6                             |NMXCNGEGR141        |GARANTIA EXTENDIDA            |1|2487.46|2487.46
38298216       |15/10/24|OTROS                         |6F        |NR FINANCE MEXICO SA DE CV    |6                             |NMXCNGEGR141        |GARANTIA EXTENDIDA            |1|2487.46|2487.46
38303728       |15/10/24|OTROS                         |6F        |NR FINANCE MEXICO SA DE CV    |6                             |NMXCNGEGR141        |GARANTIA EXTENDIDA            |1|2487.46|2487.46
38307780       |15/10/24|OTROS                         |6F        |NR FINANCE MEXICO SA DE CV    |6                             |NMXCNGEGR141        |GARANTIA EXTENDIDA            |1|2487.46|2487.46
38333696       |16/10/24|OTROS                         |6F        |NR FINANCE MEXICO SA DE CV    |6                             |NMXCNGEGR141        |GARANTIA EXTENDIDA            |1|2487.46|2487.46
38334041       |16/10/24|OTROS                         |6F        |NR FINANCE MEXICO SA DE CV    |6                             |NMXCNGEGR141        |GARANTIA EXTENDIDA            |1|2487.46|2487.46
38334430       |16/10/24|OTROS                         |6F        |NR FINANCE MEXICO SA DE CV    |6                             |NMXCNGEGR141        |GARANTIA EXTENDIDA            |1|2487.46|2487.46
38343300       |17/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |24410H5EFB          |BATERIA 510 60                |3|2718.68|8156.04
38343300       |17/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |24410H5L2R          |BATERIA 550 63                |4|2315.61|9262.44
38343300       |17/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |24410LN3AG          |BATERIA LN3 AGM               |1|3851.50|3851.50
38343300       |17/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |24410ZW40C          |BATERIA N17X                  |19|2058.10|39103.90
38349756       |17/10/24|OTROS                         |69887     |RIGO MEXICO                   |3                             |NCIRLAVAD19         |PREVIA NUEVO / PREVIA SEMINUEV|200|41.56|8312.00
38350202       |17/10/24|OTROS                         |69887     |RIGO MEXICO                   |3                             |INSUMOLMOT          |INSUMO LAVADO #2              |500|26.07|13035.00
38370181       |18/10/24|OTROS                         |6F        |NR FINANCE MEXICO SA DE CV    |6                             |NMXCNGEGR241        |GARANTIA EXTENDIDA            |1|3770.58|3770.58
38371375       |18/10/24|OTROS                         |6F        |NR FINANCE MEXICO SA DE CV    |6                             |NMXCNGEGR141        |GARANTIA EXTENDIDA            |1|2487.46|2487.46
38393589       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |24410ZW40C          |BATERIA N17X                  |1|2058.10|2058.10
38393671       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |165464BA1J          |FILTRO DE AIRE                |3|451.99|1355.97
38393766       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |21410VM50A          |RADIADOR                      |1|3743.03|3743.03
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |1102601M02          |ARANDELA CARTER               |200|23.58|4716.00
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |110444JM1A          |EMPAQUE CAB/CIL               |1|560.90|560.90
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |112101HS0A          |AISL/MONT/MOT/C               |1|4117.35|4117.35
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |112106LB0D          |AISL MONT MOTOR               |1|2339.10|2339.10
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |112201HA0B          |AISL/MONT/MOT/I               |2|482.42|964.84
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |113605US0A          |VARILLA TORQUE                |1|965.06|965.06
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |117203SG0A          |BANDA VENT/ALTE               |2|742.84|1485.68
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |117204JM0A          |BANDA VENT/ALTE               |1|654.10|654.10
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |117205RB0A          |BANDA VENT/ALTE               |1|535.95|535.95
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |117205TU0A          |CORREA VENTILAD               |1|506.45|506.45
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |118261HK0A          |MANG/VENTILACIO               |1|63.28|63.28
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |132701KT0A          |EMPAQ/TAPA DE M               |2|264.48|528.96
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |132703TS0A          |EMPAQ/TAP BALAN               |2|282.06|564.12
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |132705TA0A          |JUNTA TAPA DE V               |1|326.45|326.45
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |140351HK0A          |EMPAQUE DE MULT               |1|344.64|344.64
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |15208BN30A          |FILTRO ACEITE                 |10|164.10|1641.00
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |1520865F0E          |FILTRO ACEITE                 |240|165.66|39758.40
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |161193AB1E          |CAMARA ACELERAC               |1|1032.39|1032.39
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |1654630P0J          |CARTUCHO FILTRO               |10|205.09|2050.90
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |165464JM1A          |FILTRO DE AIRE                |39|200.34|7813.26
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |170405EF0A          |BOMBA COMPLETA                |1|2074.54|2074.54
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |17342EA000          |EMPAQUE MED GAS               |1|404.85|404.85
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |201001HK6B          |MOFLE PRINC/ESC               |1|1470.73|1470.73
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |212000C82A          |TERMOSTATO                    |1|355.39|355.39
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |21712F4100          |TAPON TANQUE RE               |10|10.63|106.30
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |22401CK81B          |BUJIA                         |10|265.17|2651.70
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |226307Y000          |SENSOR AGUA                   |1|137.76|137.76
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |231006LB0A          |ALTERNADOR                    |1|5834.90|5834.90
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |253003RA0A          |INTERRUP/CANCEL               |1|607.16|607.16
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |25320AX00C          |INTERRUPTOR LUZ               |1|649.52|649.52
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |2591A6KH1A          |CONTROLLER ASSY               |1|20720.60|20720.60
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |265455EE0A          |LAMPARA TRAS SU               |1|1640.90|1640.90
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |265506LB0A          |LAMPARA TRAS CO               |1|1690.83|1690.83
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |272105RB1B          |SOPLADOR AIRE A               |1|8657.06|8657.06
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |285E34CB1C          |INTERR LLAVE IN               |1|1622.89|1622.89
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3N3Q8A004GE2        |NCF 4G 2A SERV                |4|9019.50|36078.00
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3N3W76KH0B          |ALARMA KIT SC                 |2|2066.01|4132.02
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3062000Q1T          |CILIND OPERAC D               |2|5219.77|10439.54
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3062000Q2B          |CILIND OPERAC D               |2|1059.80|2119.60
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |383204JA0A          |GASKET-GEAR CAR               |1|387.44|387.44
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |4654009G00          |PEDAL EMBRAGUE                |1|1276.39|1276.39
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |4657186G00          |RESORTE RETORNO               |1|311.98|311.98
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |491807S000          |TANQUE LIQ DIR                |1|2392.50|2392.50
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |49710VN11A          |JGO MANG Y TUBO               |1|3182.20|3182.20
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |497177S000          |MANGUERA SUCCIO               |1|809.52|809.52
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |497257S004          |MANG RETORNO DI               |1|366.14|366.14
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |497292J00C          |ABRAZADERA                    |2|57.50|115.00
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |497292J01B          |ABRAZADERA                    |2|45.98|91.96
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |54618JX00A          |CONECTOR BARRA                |2|413.92|827.84
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |767495EF0B          |PROT TR ALOJ LL               |1|860.07|860.07
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |788275RB0B          |CERRADURA TAPA                |1|76.45|76.45
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |806409AN0A          |MANIJA EXTER/PR               |1|733.59|733.59
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |828314AF2A          |SELLO HULE PTA                |1|809.01|809.01
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |868435RL8A          |BUCLE CINT DEL                |1|368.58|368.58
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |905501HM0A          |ACTUADOR PUERTA               |1|1313.36|1313.36
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |908905EA0A          |EMBLEMA TRASERO               |1|613.35|613.35
38393894       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |964005EF1A          |VISERA DERECHA                |1|555.32|555.32
38395976       |19/10/24|OTROS                         |6F        |NR FINANCE MEXICO SA DE CV    |6                             |NMXCNGEGR241        |GARANTIA EXTENDIDA            |1|3770.58|3770.58
38396030       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |112204JL0C          |AISL/DEL-MONT/M               |2|767.75|1535.50
38396113       |19/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |620226KH0J          |KIT FASCIA DELA               |1|943.08|943.08
38406690       |21/10/24|OTROS                         |6F        |NR FINANCE MEXICO SA DE CV    |6                             |NMXCNGEGR141        |GARANTIA EXTENDIDA            |1|2487.46|2487.46
38407405       |21/10/24|OTROS                         |F1        |GOLFO MOTRIZ                  |AJ                            |T99J16LB6A          |SPOILER TRASERO               |-1|3522.16|-3522.16
38407405       |21/10/24|OTROS                         |F1        |GOLFO MOTRIZ                  |AJ                            |T99J16LW0A          |SPOILER B51                   |1|5254.23|5254.23
38407405       |21/10/24|OTROS                         |F1        |GOLFO MOTRIZ                  |AJ                            |288904KH1A          |PLUMA LIMP PARA               |2|228.31|456.62
38407405       |21/10/24|OTROS                         |F1        |GOLFO MOTRIZ                  |AJ                            |288904KH0A          |PLUMA LIMP PARA               |-2|250.40|-500.80
38408041       |21/10/24|OTROS                         |F1        |GOLFO MOTRIZ                  |AJ                            |T99J16LW0A          |SPOILER B51                   |-1|5254.23|-5254.23
38408041       |21/10/24|OTROS                         |F1        |GOLFO MOTRIZ                  |AJ                            |3N3G16LE0A          |CALCOMANIAS NEG               |-1|1279.43|-1279.43
38413602       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |310F65NA0A          |HARDWARE TRANS                |1|3014.63|3014.63
38415603       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |1102601M02          |ARANDELA CARTER               |70|23.58|1650.60
38415692       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |113609VA0A          |VARILLA TORQUE                |1|485.46|485.46
38415692       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |272776RF0A          |KIT FILTRO AIRE               |3|445.22|1335.66
38415692       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |277234BU0A          |SENSOR EVAPORAD               |1|320.48|320.48
38415692       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3N3W76KH0B          |ALARMA KIT SC                 |1|2066.01|2066.01
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |B8599C2025          |BATERIA CONTROL               |5|112.94|564.70
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |D10605RB0B          |KIT BALAT FREN/               |2|1322.53|2645.06
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |D40605RFMA          |JGO BALATAS FRE               |2|1010.17|2020.34
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |KITCLUTD23QR        |KIT DE CLUTCH                 |1|4095.36|4095.36
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |T99C26LB1A          |GANCHO PARA BOL               |1|388.66|388.66
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |110444JM1A          |EMPAQUE CAB/CIL               |1|560.90|560.90
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |112106LB0D          |AISL MONT MOTOR               |1|2339.10|2339.10
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |113609VA0A          |VARILLA TORQUE                |1|485.46|485.46
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |117203SG0B          |BANDA VENT/ALTE               |1|721.20|721.20
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |117204JM0A          |BANDA VENT/ALTE               |1|654.10|654.10
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |11955JA00C          |TENSOR AUTOMATI               |1|1347.29|1347.29
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |122793HC0B          |SELLO ACEIT/CIG               |1|190.94|190.94
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |132701KT0A          |EMPAQ/TAPA DE M               |2|264.48|528.96
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |15208BN30A          |FILTRO ACEITE                 |10|164.10|1641.00
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |1520865F0E          |FILTRO ACEITE                 |60|165.66|9939.60
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |161194AF0A          |CAMARA ACELERAC               |1|1931.32|1931.32
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |165464JM1A          |FILTRO DE AIRE                |6|200.34|1202.04
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |165465RB1A          |FILTRO DE AIRE                |6|265.01|1590.06
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |17342EA000          |EMPAQUE MED GAS               |1|404.85|404.85
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |21200ET01A          |TERMOSTATO                    |1|449.56|449.56
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |215034KH0C          |MANG/INF-RADIAD               |1|629.52|629.52
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |22401ED815          |BUJIA                         |10|318.26|3182.60
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |22630JA10A          |SENSOR TEMP ANT               |1|173.84|173.84
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |272775JJ0B          |FILTRO AIRE ACO               |10|213.30|2133.00
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |278915RB0C          |FILTRO CAJA DE                |10|260.94|2609.40
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |28890ZR81A          |ESCOBILLA LIMPI               |3|198.21|594.63
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |288901PA0A          |PLUMA LIMP PARA               |3|225.62|676.86
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |288905EF0B          |HOJA LIMP PARAB               |1|233.97|233.97
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3N3E15EF0A          |JUEGO DE TAPETE               |1|758.11|758.11
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3N3E16RN0A          |TAPETES USO RUD               |1|833.33|833.33
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3N3F15EF00          |FAROS ANTINIEBL               |1|3256.67|3256.67
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |306105FA1C          |CILIND/MAEST/D-               |1|1320.01|1320.01
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3062000Q1T          |CILIND OPERAC D               |1|5219.77|5219.77
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3062000Q2B          |CILIND OPERAC D               |1|1059.80|1059.80
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |313973MX0A          |EMPAQUE CARTER                |1|479.64|479.64
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |402026KH3A          |MAZA RUEDA DELA               |2|6371.47|12742.94
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |402066KG0A          |ROTOR FREN DISC               |1|2287.15|2287.15
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |407006LB0A          |SENSOR PRESION                |2|473.03|946.06
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |465035RA0B          |PEDAL CLUTCH C/               |1|649.04|649.04
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |480805KE2B          |JUNTA INF COLUM               |2|3025.40|6050.80
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |54618JX00A          |CONECTOR BARRA                |2|413.92|827.84
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |769245EF0A          |RIBETE LAT/TRAS               |1|293.07|293.07
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |788273BG0A          |CHAPA TAPA COMB               |1|80.05|80.05
38416614       |21/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |963024JS0A          |ESPEJO PUERTA I               |1|1108.59|1108.59
38425933       |21/10/24|OTROS                         |6F        |NR FINANCE MEXICO SA DE CV    |6                             |NMXCNGEGR141        |GARANTIA EXTENDIDA            |1|2487.46|2487.46
38441417       |22/10/24|OTROS                         |6F        |NR FINANCE MEXICO SA DE CV    |6                             |NMXCNGEGR141        |GARANTIA EXTENDIDA            |1|2487.46|2487.46
38445110       |22/10/24|OTROS                         |6F        |NR FINANCE MEXICO SA DE CV    |6                             |NMXCNGEGR241        |GARANTIA EXTENDIDA            |1|3770.58|3770.58
38469326       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |HA2154518RDD        |LLANT 215 45R18               |3|3138.18|9414.54
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |D10609BT0C          |KIT BALAT FREN                |1|1709.22|1709.22
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |D85204KH0A          |TERMINAL RH                   |1|414.02|414.02
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |D86404KH0A          |TERMINAL LH                   |1|414.02|414.02
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |H0561C990E          |LLAVE MAESTRA S               |1|425.93|425.93
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |T99D35EE0A          |Deflector de ve               |1|3740.46|3740.46
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |T99E46CA1A          |TAPETE DE HULE                |1|1312.16|1312.16
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |01125E6091          |TORN/CAMARA ACE               |2|17.36|34.72
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |111103HC1A          |CARTER DE MOTOR               |1|192.70|192.70
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |112104BA0A          |AISL/DER-MONT/M               |1|2345.77|2345.77
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |112106LB0D          |AISL MONT MOTOR               |1|2339.10|2339.10
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |113503SG0A          |VARILLA TORQUE                |1|1482.55|1482.55
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |11720EA200          |BANDA ALTERNADO               |1|459.20|459.20
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |117205YE2A          |BAND VENT/ALTER               |1|1017.18|1017.18
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |132705RB0C          |EMPAQ/TAPA DE M               |1|46.58|46.58
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |22365EB30C          |SENSOR PROPULSO               |1|649.68|649.68
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |224488J11C          |BOBINA DE IGNIC               |1|1974.82|1974.82
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |226A01KC0A          |SENSOR OXIGENO                |1|2090.96|2090.96
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |226807S000          |FLUJOMETRO AIRE               |1|2241.98|2241.98
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |2523000Q0J          |RELEVADOR                     |1|904.16|904.16
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |253203JA0A          |INTERRUPT/LAMP-               |1|410.04|410.04
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |265504KH0A          |LAMP/DIRECCIONA               |1|1222.35|1222.35
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |272775JJ0B          |FILTRO AIRE ACO               |52|213.30|11091.60
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |277213AA0A          |SENSOR SOL                    |1|1128.37|1128.37
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |278915RB0C          |FILTRO CAJA DE                |45|260.94|11742.30
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |284425RA3C          |CAMARA VISION T               |1|1230.25|1230.25
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |28890ZR81A          |ESCOBILLA LIMPI               |3|198.21|594.63
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |288901PA0A          |PLUMA LIMP PARA               |3|225.62|676.86
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |288905EF0B          |HOJA LIMP PARAB               |3|233.97|701.91
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |288905RB0B          |PLUMA LIMP PARA               |1|625.05|625.05
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3N3B26LE0A          |PROT CAJUELA TR               |1|590.18|590.18
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3N3E15EF0A          |JUEGO DE TAPETE               |8|758.11|6064.88
38469412       |23/10/24|NISSAN MEXICANA               |6         |NISSAN MEXICANA               |2                             |3N3E16RN0A          |TAPETES USO RUD               |1|833.33|833.33
